subject,sendings,opens,open_rate
Somebunny loves savings: Jump in for Easter deals with 81% off! 6LWVARIOUSALT2CRM15037_MP_SO_2515_LIKELY_TEST,3,1,0.333333333
From £3.60 | 10% EXTRA discount on Photo Books LIWR6FBG_MP_SA_2514_LIKELY_FINAL,3,1,0.333333333
Less than 24h left | Don’t miss up to 81% off Wall Décor! 6LWALLWDMPCRM16787_MPUK_SO_2529_LIKELY_REM_TEST,3,1,0.333333333
"BIG savings alert{% if contact.1 == true %}, {{ contact.1 }} &#x1f4a5;{% else %} &#x1f4a5;{% endif %} : get epic deals on Canvas & MixPix now 6LWMIPIMPCRM16694_MPUK_MI_2519_LIKELY_FINAL",3,1,0.333333333
&#x1f381; A special gift for Mum! Up to £10 off with code WKH5PTCB WKH5PTCB_MP_FR_2511_LIKELY_FINAL-NEW,3,1,0.333333333
"&#x1f6a8; Wait{% if contact.1 == true %}, {{ contact.1 }}...{% else %}...{% endif %} did you see what’s trending right now? MULTIPBESTMPALTCRM16620_MPUK_MI_2530_LIKELY_TEST",3,1,0.333333333
"Your Thank You discounts are ending soon{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% endif %}– up to 87% off! AllLWDACPP2ALT4CRM15618_MPUK_MI_2516_LIKELY_REM_FINAL",3,1,0.333333333
Less than 24 hours left | Save up to 81% on Home Décor 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_REM_TEST,3,1,0.333333333
&#x23f3; LAST CHANCE: 87% OFF + guaranteed Mother's Day delivery! LW15P27PMPALTCRM15768_MP_SA_2512_LIKELY_REM,3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %} from just £3 &#x1f4e2; MULTILVLLWMPCRM17165_MPUK_SO_2601_LIKELY_test",3,1,0.333333333
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Canvas Print sets today from £6 3LWMPCRM16828_MPUK_MI_2534_LIKELY_REM_FINAL 1",3,1,0.333333333
"{% if contact.1 == true %} {{ contact.1 }}, it’s{% else %}It’s {% endif %} time to get those memories off your phone &#x1f4f1; LWCOLDACADMPALTCRM16599_MPUK_MI_2531_LIKELY_test",3,1,0.333333333
"&#x2764;&#xfe0f; Thank you for your trust{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %} ! {% endif %}{% endif %} 1395_23M1_CA_MONTHLY",3,3,1
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday offer awaits – prices from just £6.50! 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_TEEEST",3,1,0.333333333
"&#x1f385; A Christmas in July Mystery discount,{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to unwrap? Z90BV14F_MPUK_DO_2530_LIKELY_FINAL",3,1,0.333333333
Now or never! Unmissable Canvas Print deals! 9LWFP112026ALT2CRM16312_MP_MI_2513_LIKELY_REM_TEST,3,1,0.333333333
"You are one of our most loyal customers{% if contact.1 == '' %}!{% else %}, {{ contact.1 }}!{% endif %} 23Q2_Thanks_MP_Photobook_Simple_TEST",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, final {% else %}Final {% endif %}hours for your exclusive Canvas deal 1LW22CRM13742_MPUK_SO_2528_LIKELY_REM_FINAL",3,1,0.333333333
"&#x1f381; Your code TK4AK9FL is ready to use - don’t miss out{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} TK4AK9FL_MPUK_SA_2551_LIKELY_DRAFT",3,1,0.333333333
"Last call{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Massive savings on our bestselling Canvases await! 6LWMIPIMPALT2CRM16694_MPUK_MI_2529_LIKELY_REM_FINAL A",3,1,0.333333333
"From £4.50 – Save big before it’s gone{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} 6LWMIPIMPALT2CRM16694_MPUK_MI_2529_LIKELY_REM_FINAL B",3,1,0.333333333
"&#x1f381; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, you{% else %}You {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, you{% else %}You {% endif %}{% endif %} you received a gift from us! AllLWDACPP2ALTCRM15618_MPUK_MI_2523_LIKELY_test",3,1,0.333333333
"Just one day left – gifts from £3.40, ends today! 6LWALLPGMPCRM16175_MPUK_SA_2523_LIKELY_REM_FINAL",3,1,0.333333333
Easter countdown: Only hours left to grab up to 81%* off!   6LWVARIOUSALT2CRM15037_MP_SO_2515_LIKELY_REM_V2_FINAL,3,1,0.333333333
"Today, we celebrate YOU{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x1f381; Copy of POFFLWDACPPUSCRM16301_CD_MI_2507_LIKELY_TEST",3,3,1
xdzgfdgfxgz dsadsad KZA_TEST6LWVARIOUSCRM15037_MPUK_SO_2521_LIKELY_REM,3,1,0.333333333
Now or never! Unmissable Canvas Print deals! 9LWFP112026ALT2CRM16312_MP_MI_2513_LIKELY_REM_FINAL,3,1,0.333333333
Still thinking it over? Save up to 87% on Wall Décor LWDACADMPCRM16744_MPUK_DO_2525_LIKELY_REM_FINAL,3,1,0.333333333
&#x1f30e; Happy Earth Week! Copy of Earth_Day_MF_DO_2216_UNLIKELY_IOTM_new_TEST,3,1,0.333333333
"Just one day left – gifts from £3.40, ends tomorrow! 6LWALLPGMPCRM16175_MPUK_SA_2523_LIKELY_REM_test",3,1,0.333333333
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Bestselling Canvases from only £6 3LWMPCRM16828_MPUK_MI_2534_LIKELY_REM_FINAL 3",3,1,0.333333333
"Seasonal favourites, unbeatable prices | Up to 83% off &#x2744;&#xfe0f; 2WD2HDMPCRM15925_MPUK_SO_2551_LIKELY_REM_TEST",3,1,0.333333333
Your code ANP2PS0X unlocks Free Calendars!  ANP2PS0X_MPUK_DO_2547_LIKELY_2_FINAL,3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} up to -87% on Canvas & Collages is about to expire! &#x1f4a5; LWS12PR34PMPCRM16627_MP_MI_2515_LIKELY_REM_FINAL",3,1,0.333333333
"&#x1f6a8; Wait{% if contact.1 == true %}, {{ contact.1 }}...{% else %}...{% endif %} did you see what’s trending right now? MULTIPBESTMPCRM16620_MPUK_MI_2524_LIKELY_test",3,1,0.333333333
Less than 24 hours left | Save up to 81% on Home Décor 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_REM_TEST1,3,1,0.333333333
"Your exclusive gift, [Name] &#x2764;&#xfe0f; Secure it in the next 48 hours AllLWDACPP2ALTCRM15618_MPUK_MI_2523_LIKELY_REM_test",3,1,0.333333333
Open me for up to 52% OFF 1395_24W3_SO_CA_UNLIKELY,3,3,1
"&#x1f385; A Christmas in July Mystery discount,{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }} – ready {% else %}Ready {% endif %}{% endif %}to unwrap? Z90BV14F_MP_DO_2430_LIKELY_TEST",3,1,0.333333333
&#x1f430; Easter Bunny’s surprise: claim your FREE Tote Bag with code CEVWSV41! MULTIPALLMPALT3CRM16608_MPUK_FR_2516_LIKELY_TEST,3,1,0.333333333
"Your exclusive Photo Product offer awaits{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} 4LWPPLBL3CUMPCRM16683_MPUK_SO_2518_LIKELY_FINAL",3,1,0.333333333
Wow! Up to -87% on Canvas and Canvas Collage!  LWS12PR34PMPALT2CRM16627_MPUK_MI_2521_LIKELY_TEST,3,1,0.333333333
&#x23f0; Last chance: 20% extra discount + FREE Shipping + factory discount MP1ST25CRM_MP_SA_2515_1st_ORDER_REM_TEST,3,1,0.333333333
&#x1f338; Treat Yourself & Mom – up to 87% off! LW15P27PMPALTCRM15768_MP_MO_2512_LIKELY_FINAL_3,3,1,0.333333333
"2 days left | {% if contact.1 == true %}{{ contact.1 }}, use {% else %}Use {% endif %}the last chance to get up to 79% off! 8LWMULTIPWDMPALTCRM16581_MPUK_MI_2517_LIKELY_REM_FINAL",3,1,0.333333333
"Get up to 81% off your favourite Photo Products{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} 6LWHL3CRM15712_MPUK_SO_2603_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, make {% else %}Make {% endif %}sure you don’t miss out on this great deal! LWCOLDACADMPCRM16599_MPUK_SO_2526_LIKELY_REM_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, you've {% else %}You've {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, you've {% else %}You've {% endif %}{% endif %}received a special gift from us! AllLWDACPP2ALT6CRM15618_MPUK_MI_2533_LIKELY_V1_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday offer awaits – prices from just £6.50! 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, make {% else %}Make {% endif %}sure you don’t miss out on this great deal! LWCOLDACADMPCRM16599_MPUK_SO_2526_LIKELY_REM_test",3,1,0.333333333
"Do you want to let your discount slip away{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %} 8LWMULTIPWDMPCRM16581_MPUK_MI_2522_LIKELY_REM_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% endif %}chance to use code: CEVWSV41 MULTIPALLMPALT3CRM16608_MPUK_FR_2516_LIKELY_REM_FINAL_2",3,1,0.333333333
"{% if contact.1 == true %} {{ contact.1 }}, last {% else %}Last {% endif %} chance to save on Canvases – prices from £3.96!  LWS12PR34PMPCRM16627_MPUK_DO_2545_LIKELY_REM_FINAL_1",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, this{% else %}This{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, this{% else %}This{% endif %}{% endif %} offer is too good to miss: prices from just £3.96 &#x1f60d; LWS12PR34PMPALT2CRM16627_MPUK_MI_2521_LIKELY_FINAL",3,1,0.333333333
"Get Inspired{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} We have ideas for you &#x1f4a1; 4LWFPMPCRM16676_MPUK_SO_2517_LIKELY_TESTTT",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, find{% else %}Find {% endif %}{% endif %} your Father’s Day gift inspiration - SPECIAL discount! RYX6K5TM_MPUK_MO_2524_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} exclusive code RYX6K5TM is here!  RYX6K5TM_MP_SA_2510_LIKELY_FINAL",3,1,0.333333333
"We thank you for your trust with up to 87% off{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}&#x1f381; AllLWDACPP2ALT5CRM15618_MP_MI_2516_LIKELY_TEST",3,1,0.333333333
&#x1f381; A special gift for Mum! Up to £10 off with code WKH5PTCB WKH5PTCB_MP_FR_2511_LIKELY_FINAL2,3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% endif %}chance to use code: CEVWSV41 MULTIPALLMPALT3CRM16608_MPUK_FR_2516_LIKELY_REM_FINAL",3,1,0.333333333
&#x1f381; Mother's Day Sale - Bestsellers from just £2.40!  MULTIPFPDACMPCRM16573_MP_SO_2511_LIKELY_FINAL,3,1,0.333333333
"Exclusive reward just for you{% if contact.1 == '' %}{% if contact.1 == true %}, {{  contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{  contact.1 }}! {% else %}! {% endif %}{% endif %} AllLWDACPP2ALT2CRM15618_MPUK_MI_2527_LIKELY_FINAL_NEW_B",3,1,0.333333333
Flash sale EXTENDED! Last chance until 11:59 p.m.! Copy of ALLSHOWUSCRM13031_MPUK_DO_2541_LIKELY_REM,3,3,1
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, you've {% else %}You've {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, you've {% else %}You've {% endif %}{% endif %}received a special gift from us! AllLWDACPP2ALT6CRM15618_MPUK_MI_2533_LIKELY_FINAL",3,1,0.333333333
"From £3.60 – Save big before it's gone{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} 7LWVARIOUSMPCRM16131_MPUK_MI_2518_LIKELY_REM_FINAL",3,1,0.333333333
Your photos as artwork – exclusive Canvas offer &#x2728;  4LWFPMPCRM16676_MPUK_SO_2517_LIKELY_test,3,1,0.333333333
Less than 24h left | Don’t miss up to 81% off Wall Décor! 6LWALLWDMPCRM16787_MPUK_SO_2529_LIKELY_REM_FINAL,3,1,0.333333333
"From £4.50 – Save big before it’s gone{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} 6LWMIPIMPALT2CRM16694_MPUK_MI_2529_LIKELY_FINAL B",3,1,0.333333333
Forget the scroll – turn memories into prints! &#x1f4f8; 7LWVARIOUSMPALT2CRM16131_MPUK_SO_2520_LIKELY_TEST,3,1,0.333333333
&#x23f0; Only till midnight: Save up to 79% on Prints 3LWCOLRCMPALT2CRM16141_MP_SO_2509_LIKELY_REM_FINAL,3,1,0.333333333
"Go big, save big: Unlock your exclusive size-based discount! &#x1f6cd;&#xfe0f; | Up to -30% EXTRA Copy of FM2AHW70_MP_FR_2449_LIKELY_TEST",3,1,0.333333333
"2 days left | {% if contact.1 == true %}{{ contact.1 }}, use {% else %}Use {% endif %}the last chance to get up to 79% off! 8LWMULTIPWDMPALTCRM16581_MPUK_MI_2517_LIKELY_REM_test",3,1,0.333333333
&#x1f338; Spring into savings – save up to 71% on Canvas Prints!   4LWFPMPCRM16483_MP_SO_2510_LIKELY_FINAL,3,1,0.333333333
Your personal gallery in the Summer Sale! &#x2600;&#xfe0f; ALLSHOWUSCRM13031_MPUK_SO_2525_LIKELY_FINAL,3,1,0.333333333
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Canvas Print sets today from £6 3LWMPCRM16828_MPUK_MI_2534_LIKELY_REM_FINAL 2",3,1,0.333333333
"Hi{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x1f4a5; Activate your special discount before it’s gone! 6LWVARIOUSCRM15037_MPUK_SO_2521_LIKELY_TEST",3,1,0.333333333
Your exclusive savings end soon - prices from just £15! LW12CRM15696_MPUK_MI_2526_LIKELY_REM_FINAL,3,1,0.333333333
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 90% - Save big on Photo Gifts!  MULTIPALLMPCRM16608_MP_MI_2514_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}exclusive Wall Décor deal starts at £2.55 &#x1f525; crm_MPUK_MI_2517_LIKELY_test",3,1,0.333333333
"Your exclusive Photo Product offer awaits{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} 4LWPPLBL3CUMPCRM16683_MPUK_SO_2518_LIKELY_TEST2",3,1,0.333333333
&#x1f4a8; Almost gone! Top deals on favourites MULTIPBESTMPALT2CRM16620_MPUK_SO_2532_LIKELY_REM_FINAL,3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% endif %}chance to use code: CEVWSV41 MULTIPALLMPALT3CRM16608_MPUK_FR_2516_LIKELY_REM_TEST",3,1,0.333333333
XXL discount on XXL Canvas Prints 1395_24W4_MI_CA_ATTENTIVE,3,3,1
"We thank you for your trust with up to 87% off{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}&#x1f381; AllLWDACPP2ALT4CRM15618_MPUK_MI_2516_LIKELY_FINAL",3,1,0.333333333
Forget the scroll – turn memories into prints! &#x1f4f8; 7LWVARIOUSMPALT2CRM16131_MPUK_SO_2520_LIKELY_FINAL,3,1,0.333333333
&#x2728; New Year’s Special: Up to 91% off Wall & Home Décor! 5LWADHDMPCRM17191_MPUK_DO_2601_LIKELY_FINAL,3,1,0.333333333
&#x1f30e; Happy World Environment Day!  MULTIPALLMPCRM16608_MPUK_DO_2523_LIKELY_FINAL,3,1,0.333333333
Up to 88% discount for you &#x1f92f; Today only! R2T85AOV_MPUK_SO_2549_LIKELY_TEST_TEST2,3,1,0.333333333
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 87% - Save big on Photo Gifts! MULTIPLWPGMPCRM16609_MPUK_MI_2532_LIKELY_FINAL",3,1,0.333333333
Bestselling Canvases discounted! 1395_23W2_SO_CA_COMA_B,3,3,1
Massive price drop! Up to 87% off inside! LW15P27PMPALTCRM15768_MP_MO_2512_LIKELY_FINAL,3,1,0.333333333
Flash sale EXTENDED! Last chance until 11:59 p.m.! TEST1_ALLSHOWUSCRM13031_MPUK_DO_2541_LIKELY_REM,3,3,1
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} exclusive code RYX6K5TM is here!  RYX6K5TM_MP_SA_2510_LIKELY_FINAL2",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}exclusive Wall Décor deal starts at £2.55 &#x1f525; 8LWMULTIPWDMPALTCRM16581_MPUK_MI_2517_LIKELY_FINAL",3,1,0.333333333
"Your exclusive Photo Product offer awaits{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} 4LWPPLBL3CUMPCRM16683_MPUK_SO_2518_LIKELY_TEST",3,1,0.333333333
"Are you really going to miss this massive discount{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %} 6LWVARIOUSCRM15037_MPUK_SO_2521_LIKELY_REM_TEST",3,1,0.333333333
Your exclusive Canvas offer – just £22 today! 1LW22CRM13742_MPUK_SO_2528_LIKELY_test,3,1,0.333333333
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 90% - Save big on Photo Gifts!  MULTIPALLMPCRM16608_MP_MI_2514_LIKELY_TEST",3,1,0.333333333
"One price, multiple sizes – Canvas starting at £11! 9LWFP112026CRM16312_MPUK_SO_2530_LIKELY_FINAL_A",3,1,0.333333333
Unlock EXTRA savings with code ARJ32AA1! ARJ32AA1_MPUK_MI_2525_LIKELY_FINAL_1,3,1,0.333333333
"&#x1f430; Easter Market: Everything for only £5, £15, £25! 5E15E25EMPCRM16662_MPUK_SA_2516_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, the{% else %}The{% endif %} Easter Bunny hid a Discount Egg JUST for you! RYX6K5TM_MPUK_SO_2516_LIKELY_FINAL",3,1,0.333333333
"Get Inspired{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} We have ideas for you &#x1f4a1; 4LWFPMPCRM16676_MPUK_SO_2517_LIKELY_FINAL",3,1,0.333333333
&#x1f338; Treat Yourself & Mom – up to 87% off! LW15P27PMPALTCRM15768_MP_MO_2512_LIKELY_FINAL33,3,1,0.333333333
&#x1f381; Father’s Day special: Up to 81% off on Home Décor! 6LWALLHDMPCRM16471_MPUK_SO_2524_LIKELY_FINAL,3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }},{% else %}{% endif %} it’s now or never: save up to 87% on all Canvases! ALLLWOFFMPCRM16186_MPUK_DO_2528_LIKELY_REM_final2",3,1,0.333333333
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 90% - Save big on Photo Gifts!  MULTIPALLMPCRM16608_MP_MI_2514_LIKELY_FINAL_2",3,1,0.333333333
Flash Sale: Save up to 20% on Medium & Large Canvas Prints! 1395_24W4_SA_CA_ATTENTIVE,3,3,1
"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% endif %}code &#x1f525;MP1ST25CRM&#x1f525; | Triple savings guaranteed! MP1ST25CRM_MP_SA_2515_1st_ORDER_FINAL",3,1,0.333333333
Less than 24 hours left | Save up to 81% on Home Décor 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_REM_FINAL,3,1,0.333333333
"{% if contact.1 == true %}{{ contact.1 }}, make {% else %}Make {% endif %}sure you don’t miss out on this great deal! LWDACADMPCRM16744_MPUK_SA_2552_LIKELY_REM2_FINAL",3,1,0.333333333
Save up to 87%! Discover our bestsellers &#x1f389; MULTIPALLMPALTCRM16608_MP_SO_2514_LIKELY_FINAL,3,1,0.333333333
"Thank you for your trust{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x2764;&#xfe0f; AllLWDACPP2ALT3CRM15618_MPUK_MI_2520_LIKELY_test",3,1,0.333333333
It’s not what you think. It’s better. 8LWMULTIPWDMPCRM16581_MP_SO_2512_LIKELY_REM_test,3,1,0.333333333
Now or never! Unmissable Canvas Print deals! 9LWFP112026ALT2CRM16312_MP_MI_2513_LIKELY_REM_FINAL_last,3,1,0.333333333
"{% if contact.1 == true %} {{ contact.1 }}, there's{% else %}There's{% endif %} no place like home -  let’s make it unforgettable &#x1f3e1;  4LWPPLBL3CUMPCRM16683_MPUK_SO_2527_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday offer awaits – prices from just £6.50! 6LWVARIOUSALTCRM15037_MPUK_SO_2531_LIKELY_TEST1",3,1,0.333333333
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x1f525; Only 48 hours left for your perfect wall makeover! 6LWMIPIMPCRM16694_MPUK_MI_2519_LIKELY_REM_TEST",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} up to -87% on Canvas & Collages is about to expire! &#x1f4a5; LWS12PR34PMPALT2CRM16627_MPUK_MI_2521_LIKELY_REM_FINAL",3,1,0.333333333
Somebunny loves to save: Jump on the Easter deals with up to 81% off! 6LWVARIOUSALT2CRM15037_MP_SO_2515_LIKELY_V2_FINAL_2,3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, don't{% else %}Don't{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, don't{% else %}Don't{% endif %}{% endif %} let your discount of up to 81% slip away!  6LWALLHDMPCRM16471_MPUK_SO_2524_LIKELY_REM_TEST",3,1,0.333333333
"From £4.50 – Save big before it’s gone{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} _MPUK_MI_2529_LIKELY_REM_test 2",3,1,0.333333333
&#x1f338; Treat Yourself & Mom – up to 87% off! LW15P27PMPALTCRM15768_MP_MO_2512_LIKELY_FINAL3,3,1,0.333333333
48 hours only! Save up to 18% on Wall Décor 1395_24W3_MI_CA_ATTENTIVE_REM,3,3,1
"&#x1f6a8; Wait{% if contact.1 == true %}, {{ contact.1 }}...{% else %}...{% endif %} did you see what’s trending right now? MULTIPBESTMPALTCRM16620_MPUK_MI_2530_LIKELY_FINAL",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, MEGA{% else %}MEGA{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, MEGA{% else %}MEGA{% endif %}{% endif %} Acrylic Sale + discounts on ALL products expires soon! MULTIPFPDACMPCRM16573_MP_SO_2511_LIKELY_REM_FINAL",3,1,0.333333333
Wow! Up to -87% on Canvas and Canvas Collage! LWS12PR34PMPCRM16627_MP_MI_2515_LIKELY_FINAL,3,1,0.333333333
"From £4.50 – Save big before it’s gone{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} 6LWMIPIMPALT2CRM16694_MPUK_MI_2529_LIKELY_FINAL A",3,1,0.333333333
&#x23f3; Only hours left – save up to 71% on Canvas Prints!   4LWFPMPCRM16483_MP_SO_2510_LIKELY_REM_FINAL_2,3,1,0.333333333
"Get Inspired{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} We have ideas for you &#x1f4a1; 4LWFPMPCRM16676_MPUK_SO_2517_LIKELY_testtttt",3,1,0.333333333
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} parents deserve this – up to 81% OFF and a little extra gift inside! 4LWPBLPCUMIPI2MPCRM16719_MPUK_SO_2522_LIKELY_FINAL_1",3,1,0.333333333
Unmissable Father’s Day sale: Up to 81% off! 6LWALLPGMPCRM16175_MPUK_SA_2523_LIKELY_FINAL,3,1,0.333333333
